    Subject           Activity tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z
122          5.681859e-02          3.166820e-02       0.0388537088       -0.134514321      -0.0002332482
123         -3.868721e-02         -9.552025e-03      -0.2057754273        0.027470756       0.1639625108
124          1.379210e-02          1.731068e-03      -0.0214151280       -0.052020789       0.0968980718
125          9.913383e-03          1.292163e-03      -0.0250905740       -0.063142983       0.0710520180
126          1.114957e-02         -9.886909e-04      -0.0312072731       -0.095262801       0.1086051137
127          2.351976e-03         -1.018134e-02      -0.0459323394       -0.059029444       0.0983715930
128         -1.562901e-02         -3.601155e-02       0.0626086889       -0.155622431      -0.0054682976
129         -2.139985e-02         -1.255511e-02      -0.1263880236        0.016214530       0.1486100210
130          1.210201e-02         -1.753522e-04      -0.0198712821       -0.065307750       0.0831326043
131          1.006212e-02         -3.320937e-03      -0.0191731896       -0.073811587       0.0864863265
132          1.199437e-02         -1.390534e-02      -0.0305126189       -0.113800486       0.0980906517
133          3.567463e-02          4.436914e-03       0.0007771571       -0.096088073       0.0775266595
134          3.670830e-02         -3.361697e-02       0.1349788079       -0.181458414       0.0157359245
135          2.111261e-02          1.124990e-02      -0.0779611213       -0.069715446       0.0500708761
136         -8.427151e-04         -1.268525e-02      -0.0360430675       -0.079361744       0.0804426775
137          1.072870e-02         -6.262917e-03      -0.0275201762       -0.069006769       0.0733466563
138          4.598348e-03         -4.674387e-03      -0.0208311371       -0.092572312       0.1450038793
139          1.489559e-02         -1.908106e-03      -0.0631156870       -0.064019792       0.1077004507
140          3.998629e-02          1.592342e-02       0.0957940246       -0.111564389      -0.0325557522
141          3.750052e-02         -9.827171e-04      -0.0578230190       -0.085307746       0.0953602497
142          1.013514e-02         -1.488234e-03      -0.0472583464       -0.068432555       0.0645673209
143          1.058615e-02         -5.292609e-03      -0.0327397745       -0.065226479       0.0816888999
144          1.535144e-02         -6.282351e-03      -0.0113399725       -0.105052917       0.1110785947
145          3.511152e-03         -3.350987e-03      -0.0156305378       -0.082076807       0.0867868737
146          9.255140e-03         -1.169068e-02       0.0556121923       -0.109437658       0.0996227386
147         -1.954166e-02         -1.133488e-02       0.0029911286       -0.101115076       0.0980750249
    tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyAccMag-mean()
1              -0.08188334            -0.05382994           -0.051493916      -0.2904075937
2              -0.08288580            -0.04240537           -0.044515748      -0.1073226795
3              -0.05810385            -0.04214703           -0.071022982       0.0899511205
4              -0.09363284            -0.04156020           -0.043585097      -0.9678936239
5              -0.10556216            -0.04224195           -0.054653948      -0.9658751813
6              -0.10197413            -0.03585902           -0.070178302      -0.9774354852
7              -0.11532156            -0.03934745           -0.055116685      -0.3120505742
8              -0.13147207            -0.03905088           -0.072249626      -0.1537039354
9              -0.09212827            -0.03484349           -0.049283644      -0.0491616727
10             -0.09694948            -0.04184839           -0.048996435      -0.9356948200
11             -0.10305789            -0.04612572           -0.049075350      -0.9064780518
12             -0.10501988            -0.03812304           -0.071215629      -0.9545576031
13             -0.08092041            -0.03562834           -0.063340662      -0.0980840496
14             -0.06846896            -0.03027975           -0.023632791      -0.2607275814
15             -0.09459120            -0.05976083           -0.067808060       0.1458863579
16             -0.09307081            -0.04666344           -0.052841490      -0.8933617176
17             -0.09589770            -0.04191996           -0.057574313      -0.9451674824
18             -0.10384668            -0.02755226           -0.056949048      -0.9308684376
19             -0.12270956            -0.05192050           -0.061126293      -0.1274009121
20             -0.15721254            -0.03723485           -0.036502174      -0.0266623295
21             -0.06437640            -0.04893781           -0.072041311       0.2508437694
22             -0.09315550            -0.04112165           -0.048941192      -0.9607571996
23             -0.10475383            -0.03715930           -0.058416255      -0.9519889080
24             -0.10030825            -0.03887979           -0.059074491      -0.9567818197
25             -0.06223893            -0.04985260           -0.046733815      -0.1022045504
26             -0.04556389            -0.03354066           -0.065316729      -0.2291839271
27             -0.02646690            -0.06091772           -0.065323998       0.0183139430
28             -0.09410235            -0.03874775           -0.051563409      -0.9521766214
29             -0.09763804            -0.04095208           -0.048286374      -0.9414599351
30             -0.09904023            -0.04106753           -0.067890900      -0.9482046755
31             -0.09665986            -0.03198493           -0.063669323      -0.1356438678
32             -0.06648172            -0.04530520           -0.066165392      -0.1011535017
33             -0.06471998            -0.06694141           -0.051202048      -0.0294634300
34             -0.09591985            -0.04103669           -0.046612160      -0.9576905637
35             -0.09812000            -0.04128726           -0.053926078      -0.9715642432
36             -0.10183557            -0.04177440           -0.064877042      -0.9605177682
37             -0.09664353            -0.04337711           -0.050263157      -0.2879080780
38             -0.08999530            -0.05274726           -0.069253621      -0.2791463128
39             -0.08365666            -0.05091203           -0.057059181      -0.2935319736
40             -0.09547232            -0.03971256           -0.052303040      -0.9836741518
